"sampledate","division","genus","taxa_name","biovolume_conc"
2010-02-22,"Chlorophyta","Chlamydomonas","Euglena acus",0
2010-02-22,"Chlorophyta","Chlamydomonas","Mougeotia ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Stichococcus bacillaris",0
2010-02-22,"Chlorophyta","Chlamydomonas","Dinobryon cyst",0
2010-02-22,"Chlorophyta","Chlamydomonas","Mucidosphaerium pulchellum",0
2010-02-22,"Chlorophyta","Chlamydomonas","Gonyostomum semen",0
2010-02-22,"Chlorophyta","Chlamydomonas","Spinocosmarium ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Synechococcus elongatus",0
2010-02-22,"Chlorophyta","Chlamydomonas","Cyclotella sp. 1",0
2010-02-22,"Chlorophyta","Chlamydomonas","Stephanodiscus parvus",0
2010-02-22,"Chlorophyta","Chlamydomonas","Cyclotella ocellata",0
2010-02-22,"Chlorophyta","Chlamydomonas","Botryococcus braunii",0
2010-02-22,"Chlorophyta","Chlamydomonas","Uroglena ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Peridinium inconspicuum",0
2010-02-22,"Chlorophyta","Chlamydomonas","Gymnodinium sp. 1",0
2010-02-22,"Chlorophyta","Chlamydomonas","Peridinium umbonatum",0
2010-02-22,"Chlorophyta","Chlamydomonas","Lepocinclis ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Monoraphidium arcuatum",0
2010-02-22,"Chlorophyta","Chlamydomonas","Dinobryon ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Dinobryon sociale",0
2010-02-22,"Chlorophyta","Chlamydomonas","Trachelomonas ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Fragilaria filiformis",0
2010-02-22,"Chlorophyta","Chlamydomonas","Cosmarium ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Monomastix astigmata",0
2010-02-22,"Chlorophyta","Chlamydomonas","Oocystis pusilla",0
2010-02-22,"Chlorophyta","Chlamydomonas","Staurastrum ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Staurastrum hexacerum",0
2010-02-22,"Chlorophyta","Chlamydomonas","Teilingia granulata",0
2010-02-22,"Chlorophyta","Chlamydomonas","Dinobryon crenulatum",0
2010-02-22,"Chlorophyta","Chlamydomonas","Mallomonas akrokomas",0
2010-02-22,"Chlorophyta","Chlamydomonas","Stichogloea olivacea",0
2010-02-22,"Chlorophyta","Chlamydomonas","Peridinium cinctum",0
2010-02-22,"Chlorophyta","Chlamydomonas","Pseudanabaena limnetica",0
2010-02-22,"Chlorophyta","Chlamydomonas","Microspora ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Eunotia ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Aphanizomenon flos-aquae",0
2010-02-22,"Chlorophyta","Chlamydomonas","Colonial ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Quadrigula lacustris",0
2010-02-22,"Chlorophyta","Chlamydomonas","Aphanothece ",0
2010-02-22,"Chlorophyta","Chlamydomonas","Stephanodiscus medius",0
2010-02-22,"Chlorophyta","Chlamydomonas","Chrysococcus minutus",0
2010-02-22,"Chlorophyta","Chlamydomonas","Glenodinium quadridens",0
2010-02-22,"Chlorophyta","Chlamydomonas","Chrysocapsaceae",0
2010-02-22,"Cryptophyta","Cryptomonas","Chlamydomonas ",0
2010-02-22,"Cryptophyta","Cryptomonas","Cryptomonas erosa",25377.6325
2010-02-22,"Cryptophyta","Cryptomonas","Aphanocapsa delicatissima",0
2010-02-22,"Cryptophyta","Cryptomonas","Synechococcus ",0
2010-02-22,"Cryptophyta","Cryptomonas","Euglena ",0
2010-02-22,"Cryptophyta","Cryptomonas","Miscellaneous",0
2010-02-22,"Cryptophyta","Cryptomonas","Rhodospirillum rubrum",0
2010-02-22,"Cryptophyta","Cryptomonas","Total",0
2010-02-22,"Cryptophyta","Cryptomonas","Asterionella formosa",0
2010-02-22,"Cryptophyta","Cryptomonas","Chlorococcaceae",0
2010-02-22,"Cryptophyta","Cryptomonas","Chlorophyta",0
2010-02-22,"Cryptophyta","Cryptomonas","Chrysophyceae",0
2010-02-22,"Cryptophyta","Cryptomonas","Rhodomonas minuta",0
2010-02-22,"Cryptophyta","Cryptomonas","Synechocystis ",0
2010-02-22,"Cryptophyta","Cryptomonas","Peridinium ",0
2010-02-22,"Cryptophyta","Cryptomonas","Coelastrum ",0
2010-02-22,"Cryptophyta","Cryptomonas","Monomastix minuta",0
2010-02-22,"Cryptophyta","Cryptomonas","Oocystis parva",0
2010-02-22,"Cryptophyta","Cryptomonas","Schroederia judayi",0
2010-02-22,"Cryptophyta","Cryptomonas","Gymnodinium sp. 2",0
2010-02-22,"Cryptophyta","Cryptomonas","Gymnodinium sp. 3",0
2010-02-22,"Cryptophyta","Cryptomonas","Lindavia intermedia",0
2010-02-22,"Cryptophyta","Cryptomonas","Sphaerocystis schroeteri",0
2010-02-22,"Cryptophyta","Cryptomonas","Dinobryon cylindricum",0
2010-02-22,"Cryptophyta","Cryptomonas","Monoraphidium griffithii",0
2010-02-22,"Cryptophyta","Cryptomonas","Kephyrion ",0
2010-02-22,"Cryptophyta","Cryptomonas","Chrysochromulina parva",0
2010-02-22,"Cryptophyta","Cryptomonas","Tabellaria flocculosa",0
2010-02-22,"Cryptophyta","Cryptomonas","Kephyrion planctonicum",0
2010-02-22,"Cryptophyta","Cryptomonas","Aphanizomenon ",0
2010-02-22,"Cryptophyta","Cryptomonas","Aphanothece saxicola",0
2010-02-22,"Cryptophyta","Cryptomonas","Tabellaria binalis",0
2010-02-22,"Cryptophyta","Cryptomonas","Oedogonium ",0
2010-02-22,"Cryptophyta","Cryptomonas","Phormidium ",0
2010-02-22,"Cryptophyta","Cryptomonas","Actinella punctata",0
2010-02-22,"Cryptophyta","Cryptomonas","Gloeococcus minor",0
2010-02-22,"Cryptophyta","Cryptomonas","Mallomonas ",0
2010-02-22,"Cryptophyta","Cryptomonas","Aphanothece nidulans",0
2010-02-22,"Cryptophyta","Cryptomonas","Planktothrix agardhii",0
2010-02-22,"Cryptophyta","Cryptomonas","Scenedesmus bijuga",0
2010-02-22,"Cryptophyta","Cryptomonas","Euglena acus",0
2010-02-22,"Cryptophyta","Cryptomonas","Mougeotia ",0
2010-02-22,"Cryptophyta","Cryptomonas","Stichococcus bacillaris",0
2010-02-22,"Cryptophyta","Cryptomonas","Dinobryon cyst",0
2010-02-22,"Cryptophyta","Cryptomonas","Mucidosphaerium pulchellum",0
2010-02-22,"Cryptophyta","Cryptomonas","Gonyostomum semen",0
2010-02-22,"Cryptophyta","Cryptomonas","Spinocosmarium ",0
2010-02-22,"Cryptophyta","Cryptomonas","Synechococcus elongatus",0
2010-02-22,"Cryptophyta","Cryptomonas","Cyclotella sp. 1",0
2010-02-22,"Cryptophyta","Cryptomonas","Stephanodiscus parvus",0
2010-02-22,"Cryptophyta","Cryptomonas","Cyclotella ocellata",0
2010-02-22,"Cryptophyta","Cryptomonas","Botryococcus braunii",0
2010-02-22,"Cryptophyta","Cryptomonas","Uroglena ",0
2010-02-22,"Cryptophyta","Cryptomonas","Peridinium inconspicuum",0
2010-02-22,"Cryptophyta","Cryptomonas","Gymnodinium sp. 1",0
2010-02-22,"Cryptophyta","Cryptomonas","Peridinium umbonatum",0
2010-02-22,"Cryptophyta","Cryptomonas","Lepocinclis ",0
2010-02-22,"Cryptophyta","Cryptomonas","Monoraphidium arcuatum",0
2010-02-22,"Cryptophyta","Cryptomonas","Dinobryon ",0
2010-02-22,"Cryptophyta","Cryptomonas","Dinobryon sociale",0
2010-02-22,"Cryptophyta","Cryptomonas","Trachelomonas ",0
2010-02-22,"Cryptophyta","Cryptomonas","Fragilaria filiformis",0
2010-02-22,"Cryptophyta","Cryptomonas","Cosmarium ",0
2010-02-22,"Cryptophyta","Cryptomonas","Monomastix astigmata",0
2010-02-22,"Cryptophyta","Cryptomonas","Oocystis pusilla",0
2010-02-22,"Cryptophyta","Cryptomonas","Staurastrum ",0
2010-02-22,"Cryptophyta","Cryptomonas","Staurastrum hexacerum",0
2010-02-22,"Cryptophyta","Cryptomonas","Teilingia granulata",0
2010-02-22,"Cryptophyta","Cryptomonas","Dinobryon crenulatum",0
2010-02-22,"Cryptophyta","Cryptomonas","Mallomonas akrokomas",0
2010-02-22,"Cryptophyta","Cryptomonas","Stichogloea olivacea",0
2010-02-22,"Cryptophyta","Cryptomonas","Peridinium cinctum",0
2010-02-22,"Cryptophyta","Cryptomonas","Pseudanabaena limnetica",0
2010-02-22,"Cryptophyta","Cryptomonas","Microspora ",0
2010-02-22,"Cryptophyta","Cryptomonas","Eunotia ",0
2010-02-22,"Cryptophyta","Cryptomonas","Aphanizomenon flos-aquae",0
2010-02-22,"Cryptophyta","Cryptomonas","Colonial ",0
2010-02-22,"Cryptophyta","Cryptomonas","Quadrigula lacustris",0
2010-02-22,"Cryptophyta","Cryptomonas","Aphanothece ",0
2010-02-22,"Cryptophyta","Cryptomonas","Stephanodiscus medius",0
2010-02-22,"Cryptophyta","Cryptomonas","Chrysococcus minutus",0
2010-02-22,"Cryptophyta","Cryptomonas","Glenodinium quadridens",0
2010-02-22,"Cryptophyta","Cryptomonas","Chrysocapsaceae",0
2010-02-22,"Cyanophyta","Aphanocapsa","Chlamydomonas ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Cryptomonas erosa",0
2010-02-22,"Cyanophyta","Aphanocapsa","Aphanocapsa delicatissima",55.5137
2010-02-22,"Cyanophyta","Aphanocapsa","Synechococcus ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Euglena ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Miscellaneous",0
2010-02-22,"Cyanophyta","Aphanocapsa","Rhodospirillum rubrum",0
2010-02-22,"Cyanophyta","Aphanocapsa","Total",0
2010-02-22,"Cyanophyta","Aphanocapsa","Asterionella formosa",0
2010-02-22,"Cyanophyta","Aphanocapsa","Chlorococcaceae",0
2010-02-22,"Cyanophyta","Aphanocapsa","Chlorophyta",0
2010-02-22,"Cyanophyta","Aphanocapsa","Chrysophyceae",0
2010-02-22,"Cyanophyta","Aphanocapsa","Rhodomonas minuta",0
2010-02-22,"Cyanophyta","Aphanocapsa","Synechocystis ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Peridinium ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Coelastrum ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Monomastix minuta",0
2010-02-22,"Cyanophyta","Aphanocapsa","Oocystis parva",0
2010-02-22,"Cyanophyta","Aphanocapsa","Schroederia judayi",0
2010-02-22,"Cyanophyta","Aphanocapsa","Gymnodinium sp. 2",0
2010-02-22,"Cyanophyta","Aphanocapsa","Gymnodinium sp. 3",0
2010-02-22,"Cyanophyta","Aphanocapsa","Lindavia intermedia",0
2010-02-22,"Cyanophyta","Aphanocapsa","Sphaerocystis schroeteri",0
2010-02-22,"Cyanophyta","Aphanocapsa","Dinobryon cylindricum",0
2010-02-22,"Cyanophyta","Aphanocapsa","Monoraphidium griffithii",0
2010-02-22,"Cyanophyta","Aphanocapsa","Kephyrion ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Chrysochromulina parva",0
2010-02-22,"Cyanophyta","Aphanocapsa","Tabellaria flocculosa",0
2010-02-22,"Cyanophyta","Aphanocapsa","Kephyrion planctonicum",0
2010-02-22,"Cyanophyta","Aphanocapsa","Aphanizomenon ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Aphanothece saxicola",0
2010-02-22,"Cyanophyta","Aphanocapsa","Tabellaria binalis",0
2010-02-22,"Cyanophyta","Aphanocapsa","Oedogonium ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Phormidium ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Actinella punctata",0
2010-02-22,"Cyanophyta","Aphanocapsa","Gloeococcus minor",0
2010-02-22,"Cyanophyta","Aphanocapsa","Mallomonas ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Aphanothece nidulans",0
2010-02-22,"Cyanophyta","Aphanocapsa","Planktothrix agardhii",0
2010-02-22,"Cyanophyta","Aphanocapsa","Scenedesmus bijuga",0
2010-02-22,"Cyanophyta","Aphanocapsa","Euglena acus",0
2010-02-22,"Cyanophyta","Aphanocapsa","Mougeotia ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Stichococcus bacillaris",0
2010-02-22,"Cyanophyta","Aphanocapsa","Dinobryon cyst",0
2010-02-22,"Cyanophyta","Aphanocapsa","Mucidosphaerium pulchellum",0
2010-02-22,"Cyanophyta","Aphanocapsa","Gonyostomum semen",0
2010-02-22,"Cyanophyta","Aphanocapsa","Spinocosmarium ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Synechococcus elongatus",0
2010-02-22,"Cyanophyta","Aphanocapsa","Cyclotella sp. 1",0
2010-02-22,"Cyanophyta","Aphanocapsa","Stephanodiscus parvus",0
2010-02-22,"Cyanophyta","Aphanocapsa","Cyclotella ocellata",0
2010-02-22,"Cyanophyta","Aphanocapsa","Botryococcus braunii",0
2010-02-22,"Cyanophyta","Aphanocapsa","Uroglena ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Peridinium inconspicuum",0
2010-02-22,"Cyanophyta","Aphanocapsa","Gymnodinium sp. 1",0
2010-02-22,"Cyanophyta","Aphanocapsa","Peridinium umbonatum",0
2010-02-22,"Cyanophyta","Aphanocapsa","Lepocinclis ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Monoraphidium arcuatum",0
2010-02-22,"Cyanophyta","Aphanocapsa","Dinobryon ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Dinobryon sociale",0
2010-02-22,"Cyanophyta","Aphanocapsa","Trachelomonas ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Fragilaria filiformis",0
2010-02-22,"Cyanophyta","Aphanocapsa","Cosmarium ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Monomastix astigmata",0
2010-02-22,"Cyanophyta","Aphanocapsa","Oocystis pusilla",0
2010-02-22,"Cyanophyta","Aphanocapsa","Staurastrum ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Staurastrum hexacerum",0
2010-02-22,"Cyanophyta","Aphanocapsa","Teilingia granulata",0
2010-02-22,"Cyanophyta","Aphanocapsa","Dinobryon crenulatum",0
2010-02-22,"Cyanophyta","Aphanocapsa","Mallomonas akrokomas",0
2010-02-22,"Cyanophyta","Aphanocapsa","Stichogloea olivacea",0
2010-02-22,"Cyanophyta","Aphanocapsa","Peridinium cinctum",0
2010-02-22,"Cyanophyta","Aphanocapsa","Pseudanabaena limnetica",0
2010-02-22,"Cyanophyta","Aphanocapsa","Microspora ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Eunotia ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Aphanizomenon flos-aquae",0
2010-02-22,"Cyanophyta","Aphanocapsa","Colonial ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Quadrigula lacustris",0
2010-02-22,"Cyanophyta","Aphanocapsa","Aphanothece ",0
2010-02-22,"Cyanophyta","Aphanocapsa","Stephanodiscus medius",0
2010-02-22,"Cyanophyta","Aphanocapsa","Chrysococcus minutus",0
2010-02-22,"Cyanophyta","Aphanocapsa","Glenodinium quadridens",0
2010-02-22,"Cyanophyta","Aphanocapsa","Chrysocapsaceae",0
2010-02-22,"Cyanophyta","Synechococcus","Chlamydomonas ",0
2010-02-22,"Cyanophyta","Synechococcus","Cryptomonas erosa",0
2010-02-22,"Cyanophyta","Synechococcus","Aphanocapsa delicatissima",0
2010-02-22,"Cyanophyta","Synechococcus","Synechococcus ",43.6164
2010-02-22,"Cyanophyta","Synechococcus","Euglena ",0
2010-02-22,"Cyanophyta","Synechococcus","Miscellaneous",0
2010-02-22,"Cyanophyta","Synechococcus","Rhodospirillum rubrum",0
2010-02-22,"Cyanophyta","Synechococcus","Total",0
2010-02-22,"Cyanophyta","Synechococcus","Asterionella formosa",0
2010-02-22,"Cyanophyta","Synechococcus","Chlorococcaceae",0
2010-02-22,"Cyanophyta","Synechococcus","Chlorophyta",0
2010-02-22,"Cyanophyta","Synechococcus","Chrysophyceae",0
2010-02-22,"Cyanophyta","Synechococcus","Rhodomonas minuta",0
2010-02-22,"Cyanophyta","Synechococcus","Synechocystis ",0
2010-02-22,"Cyanophyta","Synechococcus","Peridinium ",0
2010-02-22,"Cyanophyta","Synechococcus","Coelastrum ",0
2010-02-22,"Cyanophyta","Synechococcus","Monomastix minuta",0
2010-02-22,"Cyanophyta","Synechococcus","Oocystis parva",0
2010-02-22,"Cyanophyta","Synechococcus","Schroederia judayi",0
2010-02-22,"Cyanophyta","Synechococcus","Gymnodinium sp. 2",0
2010-02-22,"Cyanophyta","Synechococcus","Gymnodinium sp. 3",0
2010-02-22,"Cyanophyta","Synechococcus","Lindavia intermedia",0
2010-02-22,"Cyanophyta","Synechococcus","Sphaerocystis schroeteri",0
2010-02-22,"Cyanophyta","Synechococcus","Dinobryon cylindricum",0
2010-02-22,"Cyanophyta","Synechococcus","Monoraphidium griffithii",0
2010-02-22,"Cyanophyta","Synechococcus","Kephyrion ",0
2010-02-22,"Cyanophyta","Synechococcus","Chrysochromulina parva",0
2010-02-22,"Cyanophyta","Synechococcus","Tabellaria flocculosa",0
2010-02-22,"Cyanophyta","Synechococcus","Kephyrion planctonicum",0
2010-02-22,"Cyanophyta","Synechococcus","Aphanizomenon ",0
2010-02-22,"Cyanophyta","Synechococcus","Aphanothece saxicola",0
2010-02-22,"Cyanophyta","Synechococcus","Tabellaria binalis",0
2010-02-22,"Cyanophyta","Synechococcus","Oedogonium ",0
2010-02-22,"Cyanophyta","Synechococcus","Phormidium ",0
2010-02-22,"Cyanophyta","Synechococcus","Actinella punctata",0
2010-02-22,"Cyanophyta","Synechococcus","Gloeococcus minor",0
2010-02-22,"Cyanophyta","Synechococcus","Mallomonas ",0
2010-02-22,"Cyanophyta","Synechococcus","Aphanothece nidulans",0
2010-02-22,"Cyanophyta","Synechococcus","Planktothrix agardhii",0
2010-02-22,"Cyanophyta","Synechococcus","Scenedesmus bijuga",0
2010-02-22,"Cyanophyta","Synechococcus","Euglena acus",0
2010-02-22,"Cyanophyta","Synechococcus","Mougeotia ",0
2010-02-22,"Cyanophyta","Synechococcus","Stichococcus bacillaris",0
2010-02-22,"Cyanophyta","Synechococcus","Dinobryon cyst",0
2010-02-22,"Cyanophyta","Synechococcus","Mucidosphaerium pulchellum",0
2010-02-22,"Cyanophyta","Synechococcus","Gonyostomum semen",0
2010-02-22,"Cyanophyta","Synechococcus","Spinocosmarium ",0
2010-02-22,"Cyanophyta","Synechococcus","Synechococcus elongatus",0
2010-02-22,"Cyanophyta","Synechococcus","Cyclotella sp. 1",0
2010-02-22,"Cyanophyta","Synechococcus","Stephanodiscus parvus",0
2010-02-22,"Cyanophyta","Synechococcus","Cyclotella ocellata",0
2010-02-22,"Cyanophyta","Synechococcus","Botryococcus braunii",0
2010-02-22,"Cyanophyta","Synechococcus","Uroglena ",0
2010-02-22,"Cyanophyta","Synechococcus","Peridinium inconspicuum",0
2010-02-22,"Cyanophyta","Synechococcus","Gymnodinium sp. 1",0
2010-02-22,"Cyanophyta","Synechococcus","Peridinium umbonatum",0
2010-02-22,"Cyanophyta","Synechococcus","Lepocinclis ",0
2010-02-22,"Cyanophyta","Synechococcus","Monoraphidium arcuatum",0
2010-02-22,"Cyanophyta","Synechococcus","Dinobryon ",0
2010-02-22,"Cyanophyta","Synechococcus","Dinobryon sociale",0
2010-02-22,"Cyanophyta","Synechococcus","Trachelomonas ",0
2010-02-22,"Cyanophyta","Synechococcus","Fragilaria filiformis",0
2010-02-22,"Cyanophyta","Synechococcus","Cosmarium ",0
2010-02-22,"Cyanophyta","Synechococcus","Monomastix astigmata",0
2010-02-22,"Cyanophyta","Synechococcus","Oocystis pusilla",0
2010-02-22,"Cyanophyta","Synechococcus","Staurastrum ",0
2010-02-22,"Cyanophyta","Synechococcus","Staurastrum hexacerum",0
2010-02-22,"Cyanophyta","Synechococcus","Teilingia granulata",0
2010-02-22,"Cyanophyta","Synechococcus","Dinobryon crenulatum",0
2010-02-22,"Cyanophyta","Synechococcus","Mallomonas akrokomas",0
2010-02-22,"Cyanophyta","Synechococcus","Stichogloea olivacea",0
2010-02-22,"Cyanophyta","Synechococcus","Peridinium cinctum",0
2010-02-22,"Cyanophyta","Synechococcus","Pseudanabaena limnetica",0
2010-02-22,"Cyanophyta","Synechococcus","Microspora ",0
2010-02-22,"Cyanophyta","Synechococcus","Eunotia ",0
2010-02-22,"Cyanophyta","Synechococcus","Aphanizomenon flos-aquae",0
2010-02-22,"Cyanophyta","Synechococcus","Colonial ",0
2010-02-22,"Cyanophyta","Synechococcus","Quadrigula lacustris",0
2010-02-22,"Cyanophyta","Synechococcus","Aphanothece ",0
2010-02-22,"Cyanophyta","Synechococcus","Stephanodiscus medius",0
2010-02-22,"Cyanophyta","Synechococcus","Chrysococcus minutus",0
2010-02-22,"Cyanophyta","Synechococcus","Glenodinium quadridens",0
2010-02-22,"Cyanophyta","Synechococcus","Chrysocapsaceae",0
2010-02-22,"Euglenophyta","Euglena","Chlamydomonas ",0
2010-02-22,"Euglenophyta","Euglena","Cryptomonas erosa",0
2010-02-22,"Euglenophyta","Euglena","Aphanocapsa delicatissima",0
2010-02-22,"Euglenophyta","Euglena","Synechococcus ",0
2010-02-22,"Euglenophyta","Euglena","Euglena ",91473.6948
2010-02-22,"Euglenophyta","Euglena","Miscellaneous",0
2010-02-22,"Euglenophyta","Euglena","Rhodospirillum rubrum",0
2010-02-22,"Euglenophyta","Euglena","Total",0
2010-02-22,"Euglenophyta","Euglena","Asterionella formosa",0
2010-02-22,"Euglenophyta","Euglena","Chlorococcaceae",0
2010-02-22,"Euglenophyta","Euglena","Chlorophyta",0
2010-02-22,"Euglenophyta","Euglena","Chrysophyceae",0
2010-02-22,"Euglenophyta","Euglena","Rhodomonas minuta",0
2010-02-22,"Euglenophyta","Euglena","Synechocystis ",0
2010-02-22,"Euglenophyta","Euglena","Peridinium ",0
2010-02-22,"Euglenophyta","Euglena","Coelastrum ",0
2010-02-22,"Euglenophyta","Euglena","Monomastix minuta",0
2010-02-22,"Euglenophyta","Euglena","Oocystis parva",0
2010-02-22,"Euglenophyta","Euglena","Schroederia judayi",0
2010-02-22,"Euglenophyta","Euglena","Gymnodinium sp. 2",0
2010-02-22,"Euglenophyta","Euglena","Gymnodinium sp. 3",0
2010-02-22,"Euglenophyta","Euglena","Lindavia intermedia",0
2010-02-22,"Euglenophyta","Euglena","Sphaerocystis schroeteri",0
2010-02-22,"Euglenophyta","Euglena","Dinobryon cylindricum",0
2010-02-22,"Euglenophyta","Euglena","Monoraphidium griffithii",0
2010-02-22,"Euglenophyta","Euglena","Kephyrion ",0
2010-02-22,"Euglenophyta","Euglena","Chrysochromulina parva",0
2010-02-22,"Euglenophyta","Euglena","Tabellaria flocculosa",0
2010-02-22,"Euglenophyta","Euglena","Kephyrion planctonicum",0
2010-02-22,"Euglenophyta","Euglena","Aphanizomenon ",0
2010-02-22,"Euglenophyta","Euglena","Aphanothece saxicola",0
2010-02-22,"Euglenophyta","Euglena","Tabellaria binalis",0
2010-02-22,"Euglenophyta","Euglena","Oedogonium ",0
2010-02-22,"Euglenophyta","Euglena","Phormidium ",0
2010-02-22,"Euglenophyta","Euglena","Actinella punctata",0
2010-02-22,"Euglenophyta","Euglena","Gloeococcus minor",0
2010-02-22,"Euglenophyta","Euglena","Mallomonas ",0
2010-02-22,"Euglenophyta","Euglena","Aphanothece nidulans",0
2010-02-22,"Euglenophyta","Euglena","Planktothrix agardhii",0
2010-02-22,"Euglenophyta","Euglena","Scenedesmus bijuga",0
2010-02-22,"Euglenophyta","Euglena","Euglena acus",0
2010-02-22,"Euglenophyta","Euglena","Mougeotia ",0
2010-02-22,"Euglenophyta","Euglena","Stichococcus bacillaris",0
2010-02-22,"Euglenophyta","Euglena","Dinobryon cyst",0
2010-02-22,"Euglenophyta","Euglena","Mucidosphaerium pulchellum",0
2010-02-22,"Euglenophyta","Euglena","Gonyostomum semen",0
2010-02-22,"Euglenophyta","Euglena","Spinocosmarium ",0
2010-02-22,"Euglenophyta","Euglena","Synechococcus elongatus",0
2010-02-22,"Euglenophyta","Euglena","Cyclotella sp. 1",0
2010-02-22,"Euglenophyta","Euglena","Stephanodiscus parvus",0
2010-02-22,"Euglenophyta","Euglena","Cyclotella ocellata",0
2010-02-22,"Euglenophyta","Euglena","Botryococcus braunii",0
2010-02-22,"Euglenophyta","Euglena","Uroglena ",0
2010-02-22,"Euglenophyta","Euglena","Peridinium inconspicuum",0
2010-02-22,"Euglenophyta","Euglena","Gymnodinium sp. 1",0
2010-02-22,"Euglenophyta","Euglena","Peridinium umbonatum",0
